Will train until eval error hasn't decreased in 100 rounds.
[0]	train-rmspe:0.999994	eval-rmspe:0.999746
[1890]	train-rmspe:0.117505	eval-rmspe:0.137248
[1891]	train-rmspe:0.117481	eval-rmspe:0.137225
[1892]	train-rmspe:0.117473	eval-rmspe:0.137217
[1893]	train-rmspe:0.117444	eval-rmspe:0.137214
[1894]	train-rmspe:0.117423	eval-rmspe:0.137209
[1895]	train-rmspe:0.117435	eval-rmspe:0.137209
[1896]	train-rmspe:0.117425	eval-rmspe:0.137220
[1897]	train-rmspe:0.117421	eval-rmspe:0.137218
[1898]	train-rmspe:0.117419	eval-rmspe:0.137220
[1899]	train-rmspe:0.117416	eval-rmspe:0.137227
[1900]	train-rmspe:0.117379	eval-rmspe:0.137184
[1901]	train-rmspe:0.117374	eval-rmspe:0.137185
[1902]	train-rmspe:0.117344	eval-rmspe:0.137178
[1903]	train-rmspe:0.117316	eval-rmspe:0.137170
[1904]	train-rmspe:0.117296	eval-rmspe:0.137180
[1905]	train-rmspe:0.117254	eval-rmspe:0.137168
[1906]	train-rmspe:0.117235	eval-rmspe:0.137145
[1907]	train-rmspe:0.116984	eval-rmspe:0.137148
[1908]	train-rmspe:0.116984	eval-rmspe:0.137150
[1909]	train-rmspe:0.116966	eval-rmspe:0.137144
[1910]	train-rmspe:0.116936	eval-rmspe:0.137123
[1911]	train-rmspe:0.116915	eval-rmspe:0.137112
[1912]	train-rmspe:0.116902	eval-rmspe:0.137107
[1913]	train-rmspe:0.116898	eval-rmspe:0.137103
[1914]	train-rmspe:0.116896	eval-rmspe:0.137104
[1915]	train-rmspe:0.116889	eval-rmspe:0.137097
[1916]	train-rmspe:0.116860	eval-rmspe:0.137099
[1917]	train-rmspe:0.116857	eval-rmspe:0.137096
[1918]	train-rmspe:0.116852	eval-rmspe:0.137091
[1919]	train-rmspe:0.116831	eval-rmspe:0.137090
[1920]	train-rmspe:0.116831	eval-rmspe:0.137104
[1921]	train-rmspe:0.116822	eval-rmspe:0.137108
[1922]	train-rmspe:0.116818	eval-rmspe:0.137110
[1923]	train-rmspe:0.116813	eval-rmspe:0.137112
[1924]	train-rmspe:0.116745	eval-rmspe:0.137101
[1925]	train-rmspe:0.116728	eval-rmspe:0.137099
[1926]	train-rmspe:0.116717	eval-rmspe:0.137094
[1927]	train-rmspe:0.116697	eval-rmspe:0.137091
[1928]	train-rmspe:0.116694	eval-rmspe:0.137089
[1929]	train-rmspe:0.116672	eval-rmspe:0.137085
[1930]	train-rmspe:0.116645	eval-rmspe:0.137074
[1931]	train-rmspe:0.116641	eval-rmspe:0.137066
[1932]	train-rmspe:0.116626	eval-rmspe:0.137065
[1933]	train-rmspe:0.116613	eval-rmspe:0.137067
[1934]	train-rmspe:0.116611	eval-rmspe:0.137066
[1935]	train-rmspe:0.116602	eval-rmspe:0.137068
[1936]	train-rmspe:0.116591	eval-rmspe:0.137076
[1937]	train-rmspe:0.116590	eval-rmspe:0.137076
[1938]	train-rmspe:0.116575	eval-rmspe:0.137073
[1939]	train-rmspe:0.116569	eval-rmspe:0.137078
[1940]	train-rmspe:0.116558	eval-rmspe:0.137075
[1941]	train-rmspe:0.116558	eval-rmspe:0.137069
[1942]	train-rmspe:0.116548	eval-rmspe:0.137068
[1943]	train-rmspe:0.116535	eval-rmspe:0.137070
[1944]	train-rmspe:0.116504	eval-rmspe:0.137077
[1945]	train-rmspe:0.116501	eval-rmspe:0.137078
[1946]	train-rmspe:0.116487	eval-rmspe:0.137081
[1947]	train-rmspe:0.116482	eval-rmspe:0.137077
[1948]	train-rmspe:0.116466	eval-rmspe:0.137080
[1949]	train-rmspe:0.116451	eval-rmspe:0.137058
[1950]	train-rmspe:0.116447	eval-rmspe:0.137060
[1951]	train-rmspe:0.116436	eval-rmspe:0.137058
[1952]	train-rmspe:0.116414	eval-rmspe:0.137062
[1953]	train-rmspe:0.116400	eval-rmspe:0.137067
[1954]	train-rmspe:0.116392	eval-rmspe:0.137061
[1955]	train-rmspe:0.116372	eval-rmspe:0.137060
[1956]	train-rmspe:0.116363	eval-rmspe:0.137061
[1957]	train-rmspe:0.116360	eval-rmspe:0.137057
[1958]	train-rmspe:0.116358	eval-rmspe:0.137053
[1959]	train-rmspe:0.116356	eval-rmspe:0.137058
[1960]	train-rmspe:0.116336	eval-rmspe:0.137054
[1961]	train-rmspe:0.116335	eval-rmspe:0.137052
[1962]	train-rmspe:0.116331	eval-rmspe:0.137049
[1963]	train-rmspe:0.116309	eval-rmspe:0.137038
[1964]	train-rmspe:0.116303	eval-rmspe:0.137034
[1965]	train-rmspe:0.116303	eval-rmspe:0.137031
[1966]	train-rmspe:0.116292	eval-rmspe:0.137050
[1967]	train-rmspe:0.116273	eval-rmspe:0.137036
[1968]	train-rmspe:0.116256	eval-rmspe:0.137033
[1969]	train-rmspe:0.116252	eval-rmspe:0.137042
[1970]	train-rmspe:0.116237	eval-rmspe:0.137066
[1971]	train-rmspe:0.116225	eval-rmspe:0.137064
[1972]	train-rmspe:0.116194	eval-rmspe:0.137047
[1973]	train-rmspe:0.116180	eval-rmspe:0.137042
[1974]	train-rmspe:0.116169	eval-rmspe:0.137037
[1975]	train-rmspe:0.116150	eval-rmspe:0.137041
[1976]	train-rmspe:0.116146	eval-rmspe:0.137042
[1977]	train-rmspe:0.116088	eval-rmspe:0.136848
[1978]	train-rmspe:0.116070	eval-rmspe:0.136852
[1979]	train-rmspe:0.116018	eval-rmspe:0.136881
[1980]	train-rmspe:0.116003	eval-rmspe:0.136886
[1981]	train-rmspe:0.115957	eval-rmspe:0.136862
[1982]	train-rmspe:0.115954	eval-rmspe:0.136859
[1983]	train-rmspe:0.115938	eval-rmspe:0.136862
[1984]	train-rmspe:0.115917	eval-rmspe:0.136843
[1985]	train-rmspe:0.115897	eval-rmspe:0.136819
[1986]	train-rmspe:0.115878	eval-rmspe:0.136815
[1987]	train-rmspe:0.115869	eval-rmspe:0.136819
[1988]	train-rmspe:0.115863	eval-rmspe:0.136825
[1989]	train-rmspe:0.115842	eval-rmspe:0.136813
[1990]	train-rmspe:0.115828	eval-rmspe:0.136816
[1991]	train-rmspe:0.115822	eval-rmspe:0.136815
[1992]	train-rmspe:0.115799	eval-rmspe:0.136816
[1993]	train-rmspe:0.115785	eval-rmspe:0.136811
[1994]	train-rmspe:0.115771	eval-rmspe:0.136810
[1995]	train-rmspe:0.115751	eval-rmspe:0.136809
[1996]	train-rmspe:0.115725	eval-rmspe:0.136807
[1997]	train-rmspe:0.115710	eval-rmspe:0.136777
[1998]	train-rmspe:0.115704	eval-rmspe:0.136771
[1999]	train-rmspe:0.115700	eval-rmspe:0.136770
[2000]	train-rmspe:0.115694	eval-rmspe:0.136765
[2001]	train-rmspe:0.115674	eval-rmspe:0.136762
[2002]	train-rmspe:0.115670	eval-rmspe:0.136760
[2003]	train-rmspe:0.115648	eval-rmspe:0.136761
[2004]	train-rmspe:0.115636	eval-rmspe:0.136759
[2005]	train-rmspe:0.115633	eval-rmspe:0.136758
[2006]	train-rmspe:0.115626	eval-rmspe:0.136759
[2007]	train-rmspe:0.115617	eval-rmspe:0.136765
[2008]	train-rmspe:0.115611	eval-rmspe:0.136763
[2009]	train-rmspe:0.115601	eval-rmspe:0.136757
[2010]	train-rmspe:0.115591	eval-rmspe:0.136757
[2011]	train-rmspe:0.115564	eval-rmspe:0.136756
[2012]	train-rmspe:0.115517	eval-rmspe:0.136750
[2013]	train-rmspe:0.115303	eval-rmspe:0.136734
[2014]	train-rmspe:0.115287	eval-rmspe:0.136734
[2015]	train-rmspe:0.115286	eval-rmspe:0.136739
[2016]	train-rmspe:0.115226	eval-rmspe:0.136748
[2017]	train-rmspe:0.115225	eval-rmspe:0.136749
[2018]	train-rmspe:0.115187	eval-rmspe:0.136732
[2019]	train-rmspe:0.115187	eval-rmspe:0.136732
[2020]	train-rmspe:0.115178	eval-rmspe:0.136732
[2021]	train-rmspe:0.115168	eval-rmspe:0.136730
[2022]	train-rmspe:0.115158	eval-rmspe:0.136729
[2023]	train-rmspe:0.115157	eval-rmspe:0.136738
[2024]	train-rmspe:0.115143	eval-rmspe:0.136736
[2025]	train-rmspe:0.115138	eval-rmspe:0.136731
[2026]	train-rmspe:0.115113	eval-rmspe:0.136713
[2027]	train-rmspe:0.115097	eval-rmspe:0.136715
[2028]	train-rmspe:0.115083	eval-rmspe:0.136699
[2029]	train-rmspe:0.115081	eval-rmspe:0.136700
[2030]	train-rmspe:0.115058	eval-rmspe:0.136708
[2031]	train-rmspe:0.115035	eval-rmspe:0.136693
[2032]	train-rmspe:0.114952	eval-rmspe:0.136623
[2033]	train-rmspe:0.114937	eval-rmspe:0.136611
[2034]	train-rmspe:0.114894	eval-rmspe:0.136600
[2035]	train-rmspe:0.114892	eval-rmspe:0.136599
[2036]	train-rmspe:0.114890	eval-rmspe:0.136604
[2037]	train-rmspe:0.114888	eval-rmspe:0.136603
[2038]	train-rmspe:0.114863	eval-rmspe:0.136595
[2039]	train-rmspe:0.114838	eval-rmspe:0.136592
[2040]	train-rmspe:0.114797	eval-rmspe:0.136568
[2041]	train-rmspe:0.114790	eval-rmspe:0.136570
[2042]	train-rmspe:0.114769	eval-rmspe:0.136568
[2043]	train-rmspe:0.114755	eval-rmspe:0.136565
[2044]	train-rmspe:0.114745	eval-rmspe:0.136565
[2045]	train-rmspe:0.114572	eval-rmspe:0.136569
[2046]	train-rmspe:0.114551	eval-rmspe:0.136552
[2047]	train-rmspe:0.114534	eval-rmspe:0.136567
[2048]	train-rmspe:0.114521	eval-rmspe:0.136570
[2049]	train-rmspe:0.114520	eval-rmspe:0.136569
[2050]	train-rmspe:0.114489	eval-rmspe:0.136558
[2051]	train-rmspe:0.114490	eval-rmspe:0.136559
[2052]	train-rmspe:0.114484	eval-rmspe:0.136557
[2053]	train-rmspe:0.114473	eval-rmspe:0.136562
[2054]	train-rmspe:0.114469	eval-rmspe:0.136562
[2055]	train-rmspe:0.114468	eval-rmspe:0.136566
[2056]	train-rmspe:0.114455	eval-rmspe:0.136573
[2057]	train-rmspe:0.114423	eval-rmspe:0.136519
[2058]	train-rmspe:0.114419	eval-rmspe:0.136518
[2059]	train-rmspe:0.114412	eval-rmspe:0.136516
[2060]	train-rmspe:0.114405	eval-rmspe:0.136516
[2061]	train-rmspe:0.114399	eval-rmspe:0.136516
[2062]	train-rmspe:0.114399	eval-rmspe:0.136518
[2063]	train-rmspe:0.114382	eval-rmspe:0.136494
[2064]	train-rmspe:0.114370	eval-rmspe:0.136497
[2065]	train-rmspe:0.114344	eval-rmspe:0.136481
[2066]	train-rmspe:0.114308	eval-rmspe:0.136478
[2067]	train-rmspe:0.114301	eval-rmspe:0.136475
[2068]	train-rmspe:0.114285	eval-rmspe:0.136473
[2069]	train-rmspe:0.114269	eval-rmspe:0.136470
[2070]	train-rmspe:0.114256	eval-rmspe:0.136462
[2071]	train-rmspe:0.114255	eval-rmspe:0.136467
[2072]	train-rmspe:0.114238	eval-rmspe:0.136457
[2073]	train-rmspe:0.114223	eval-rmspe:0.136458
[2074]	train-rmspe:0.114204	eval-rmspe:0.136459
[2075]	train-rmspe:0.114174	eval-rmspe:0.136446
[2076]	train-rmspe:0.114172	eval-rmspe:0.136445
[2077]	train-rmspe:0.114169	eval-rmspe:0.136448
[2078]	train-rmspe:0.114135	eval-rmspe:0.136427
[2079]	train-rmspe:0.114115	eval-rmspe:0.136422
[2080]	train-rmspe:0.114094	eval-rmspe:0.136420
[2081]	train-rmspe:0.114091	eval-rmspe:0.136422
[2082]	train-rmspe:0.114085	eval-rmspe:0.136416
[2083]	train-rmspe:0.114066	eval-rmspe:0.136417
[2084]	train-rmspe:0.114041	eval-rmspe:0.136420
[2085]	train-rmspe:0.114020	eval-rmspe:0.136418
[2086]	train-rmspe:0.114010	eval-rmspe:0.136417
[2087]	train-rmspe:0.114005	eval-rmspe:0.136413
[2088]	train-rmspe:0.113977	eval-rmspe:0.136395
[2089]	train-rmspe:0.113965	eval-rmspe:0.136387
[2090]	train-rmspe:0.113946	eval-rmspe:0.136390
[2091]	train-rmspe:0.113941	eval-rmspe:0.136389
[2092]	train-rmspe:0.113938	eval-rmspe:0.136388
[2093]	train-rmspe:0.113922	eval-rmspe:0.136383
[2094]	train-rmspe:0.113908	eval-rmspe:0.136389
[2095]	train-rmspe:0.113905	eval-rmspe:0.136391
[2096]	train-rmspe:0.113884	eval-rmspe:0.136391
[2097]	train-rmspe:0.113854	eval-rmspe:0.136386
[2098]	train-rmspe:0.113851	eval-rmspe:0.136385
[2099]	train-rmspe:0.113813	eval-rmspe:0.136382
[2100]	train-rmspe:0.113793	eval-rmspe:0.136385
[2101]	train-rmspe:0.113780	eval-rmspe:0.136379
[2102]	train-rmspe:0.113778	eval-rmspe:0.136382
[2103]	train-rmspe:0.113756	eval-rmspe:0.136384
[2104]	train-rmspe:0.113755	eval-rmspe:0.136386
[2105]	train-rmspe:0.113739	eval-rmspe:0.136382
[2106]	train-rmspe:0.113740	eval-rmspe:0.136385
[2107]	train-rmspe:0.113707	eval-rmspe:0.136386
[2108]	train-rmspe:0.113705	eval-rmspe:0.136392
[2109]	train-rmspe:0.113690	eval-rmspe:0.136389
[2110]	train-rmspe:0.113687	eval-rmspe:0.136396
[2111]	train-rmspe:0.113666	eval-rmspe:0.136395
[2112]	train-rmspe:0.113633	eval-rmspe:0.136381
[2113]	train-rmspe:0.113613	eval-rmspe:0.136378
[2114]	train-rmspe:0.113567	eval-rmspe:0.136373
[2115]	train-rmspe:0.113546	eval-rmspe:0.136370
[2116]	train-rmspe:0.113545	eval-rmspe:0.136372
[2117]	train-rmspe:0.113527	eval-rmspe:0.136406
[2118]	train-rmspe:0.113519	eval-rmspe:0.136404
[2119]	train-rmspe:0.113516	eval-rmspe:0.136402
[2120]	train-rmspe:0.113513	eval-rmspe:0.136395
[2121]	train-rmspe:0.113504	eval-rmspe:0.136391
[2122]	train-rmspe:0.113481	eval-rmspe:0.136386
[2123]	train-rmspe:0.113467	eval-rmspe:0.136383
[2124]	train-rmspe:0.113465	eval-rmspe:0.136385
[2125]	train-rmspe:0.113463	eval-rmspe:0.136389
[2126]	train-rmspe:0.113459	eval-rmspe:0.136389
[2127]	train-rmspe:0.113451	eval-rmspe:0.136393
[2128]	train-rmspe:0.113447	eval-rmspe:0.136391
[2129]	train-rmspe:0.113432	eval-rmspe:0.136386
[2130]	train-rmspe:0.113430	eval-rmspe:0.136392
[2131]	train-rmspe:0.113418	eval-rmspe:0.136387
[2132]	train-rmspe:0.113401	eval-rmspe:0.136378
[2133]	train-rmspe:0.113383	eval-rmspe:0.136385
[2134]	train-rmspe:0.113365	eval-rmspe:0.136381
[2135]	train-rmspe:0.113364	eval-rmspe:0.136382
[2136]	train-rmspe:0.113342	eval-rmspe:0.136376
[2137]	train-rmspe:0.113332	eval-rmspe:0.136369
[2138]	train-rmspe:0.113311	eval-rmspe:0.136362
[2139]	train-rmspe:0.113302	eval-rmspe:0.136364
[2140]	train-rmspe:0.113299	eval-rmspe:0.136362
[2141]	train-rmspe:0.113299	eval-rmspe:0.136361
[2142]	train-rmspe:0.113288	eval-rmspe:0.136360
[2143]	train-rmspe:0.113245	eval-rmspe:0.136379
[2144]	train-rmspe:0.113225	eval-rmspe:0.136381
[2145]	train-rmspe:0.113209	eval-rmspe:0.136373
[2146]	train-rmspe:0.113199	eval-rmspe:0.136367
[2147]	train-rmspe:0.113185	eval-rmspe:0.136366
[2148]	train-rmspe:0.113178	eval-rmspe:0.136371
[2149]	train-rmspe:0.113164	eval-rmspe:0.136371
[2150]	train-rmspe:0.113159	eval-rmspe:0.136367
[2151]	train-rmspe:0.113143	eval-rmspe:0.136361
[2152]	train-rmspe:0.113137	eval-rmspe:0.136363
[2153]	train-rmspe:0.113120	eval-rmspe:0.136409
[2154]	train-rmspe:0.113118	eval-rmspe:0.136407
[2155]	train-rmspe:0.113124	eval-rmspe:0.136410
[2156]	train-rmspe:0.113112	eval-rmspe:0.136408
[2157]	train-rmspe:0.113107	eval-rmspe:0.136407
[2158]	train-rmspe:0.113085	eval-rmspe:0.136402
[2159]	train-rmspe:0.113057	eval-rmspe:0.136399
[2160]	train-rmspe:0.113053	eval-rmspe:0.136400
[2161]	train-rmspe:0.113041	eval-rmspe:0.136400
[2162]	train-rmspe:0.113018	eval-rmspe:0.136403
[2163]	train-rmspe:0.113015	eval-rmspe:0.136407
[2164]	train-rmspe:0.112990	eval-rmspe:0.136400
[2165]	train-rmspe:0.112947	eval-rmspe:0.136352
[2166]	train-rmspe:0.112947	eval-rmspe:0.136354
[2167]	train-rmspe:0.112913	eval-rmspe:0.136353
[2168]	train-rmspe:0.112901	eval-rmspe:0.136352
[2169]	train-rmspe:0.112839	eval-rmspe:0.136354
[2170]	train-rmspe:0.112798	eval-rmspe:0.136367
[2171]	train-rmspe:0.112785	eval-rmspe:0.136360
[2172]	train-rmspe:0.112784	eval-rmspe:0.136358
[2173]	train-rmspe:0.112767	eval-rmspe:0.136354
[2174]	train-rmspe:0.112760	eval-rmspe:0.136354
[2175]	train-rmspe:0.112744	eval-rmspe:0.136355
[2176]	train-rmspe:0.112730	eval-rmspe:0.136433
[2177]	train-rmspe:0.112706	eval-rmspe:0.136440
[2178]	train-rmspe:0.112690	eval-rmspe:0.136436
[2179]	train-rmspe:0.112676	eval-rmspe:0.136430
[2180]	train-rmspe:0.112654	eval-rmspe:0.136432
[2181]	train-rmspe:0.112650	eval-rmspe:0.136437
[2182]	train-rmspe:0.112636	eval-rmspe:0.136438
[2183]	train-rmspe:0.112635	eval-rmspe:0.136438
[2184]	train-rmspe:0.112600	eval-rmspe:0.136440
[2185]	train-rmspe:0.112599	eval-rmspe:0.136441
[2186]	train-rmspe:0.112586	eval-rmspe:0.136438
[2187]	train-rmspe:0.112568	eval-rmspe:0.136427
[2188]	train-rmspe:0.112518	eval-rmspe:0.136410
[2189]	train-rmspe:0.112506	eval-rmspe:0.136406
[2190]	train-rmspe:0.112491	eval-rmspe:0.136408
[2191]	train-rmspe:0.112488	eval-rmspe:0.136410
[2192]	train-rmspe:0.112474	eval-rmspe:0.136405
[2193]	train-rmspe:0.112454	eval-rmspe:0.136382
[2194]	train-rmspe:0.112453	eval-rmspe:0.136383
[2195]	train-rmspe:0.112441	eval-rmspe:0.136383
[2196]	train-rmspe:0.112438	eval-rmspe:0.136386
[2197]	train-rmspe:0.112424	eval-rmspe:0.136382
[2198]	train-rmspe:0.112418	eval-rmspe:0.136382
[2199]	train-rmspe:0.112406	eval-rmspe:0.136385
[2200]	train-rmspe:0.112327	eval-rmspe:0.136378
[2201]	train-rmspe:0.112322	eval-rmspe:0.136380
[2202]	train-rmspe:0.112304	eval-rmspe:0.136381
[2203]	train-rmspe:0.112277	eval-rmspe:0.136364
[2204]	train-rmspe:0.112241	eval-rmspe:0.136348
[2205]	train-rmspe:0.112218	eval-rmspe:0.136331
[2206]	train-rmspe:0.112214	eval-rmspe:0.136334
[2207]	train-rmspe:0.112200	eval-rmspe:0.136333
[2208]	train-rmspe:0.112180	eval-rmspe:0.136321
[2209]	train-rmspe:0.112177	eval-rmspe:0.136322
[2210]	train-rmspe:0.112167	eval-rmspe:0.136322
[2211]	train-rmspe:0.112136	eval-rmspe:0.136328
[2212]	train-rmspe:0.112130	eval-rmspe:0.136328
[2213]	train-rmspe:0.112117	eval-rmspe:0.136328
[2214]	train-rmspe:0.112099	eval-rmspe:0.136328
[2215]	train-rmspe:0.112085	eval-rmspe:0.136327
[2216]	train-rmspe:0.112067	eval-rmspe:0.136321
[2217]	train-rmspe:0.112040	eval-rmspe:0.136303
[2218]	train-rmspe:0.112035	eval-rmspe:0.136303
[2219]	train-rmspe:0.111975	eval-rmspe:0.136270
[2220]	train-rmspe:0.111944	eval-rmspe:0.136270
[2221]	train-rmspe:0.111923	eval-rmspe:0.136267
[2222]	train-rmspe:0.111910	eval-rmspe:0.136281
[2223]	train-rmspe:0.111898	eval-rmspe:0.136282
[2224]	train-rmspe:0.111883	eval-rmspe:0.136294
[2225]	train-rmspe:0.111877	eval-rmspe:0.136288
[2226]	train-rmspe:0.111865	eval-rmspe:0.136283
[2227]	train-rmspe:0.111848	eval-rmspe:0.136286
[2228]	train-rmspe:0.111835	eval-rmspe:0.136281
[2229]	train-rmspe:0.111825	eval-rmspe:0.136285
[2230]	train-rmspe:0.111814	eval-rmspe:0.136274
[2231]	train-rmspe:0.111793	eval-rmspe:0.136268
[2232]	train-rmspe:0.111783	eval-rmspe:0.136272
[2233]	train-rmspe:0.111756	eval-rmspe:0.136265
[2234]	train-rmspe:0.111740	eval-rmspe:0.136269
[2235]	train-rmspe:0.111713	eval-rmspe:0.136260
[2236]	train-rmspe:0.111699	eval-rmspe:0.136252
[2237]	train-rmspe:0.111656	eval-rmspe:0.136232
[2238]	train-rmspe:0.111639	eval-rmspe:0.136250
[2239]	train-rmspe:0.111623	eval-rmspe:0.136253
[2240]	train-rmspe:0.111619	eval-rmspe:0.136250
[2241]	train-rmspe:0.111613	eval-rmspe:0.136247
[2242]	train-rmspe:0.111611	eval-rmspe:0.136239
[2243]	train-rmspe:0.111595	eval-rmspe:0.136240
[2244]	train-rmspe:0.111563	eval-rmspe:0.136234
[2245]	train-rmspe:0.111557	eval-rmspe:0.136238
[2246]	train-rmspe:0.111547	eval-rmspe:0.136234
[2247]	train-rmspe:0.111538	eval-rmspe:0.136233
[2248]	train-rmspe:0.111517	eval-rmspe:0.136256
[2249]	train-rmspe:0.111514	eval-rmspe:0.136264
[2250]	train-rmspe:0.111508	eval-rmspe:0.136264
[2251]	train-rmspe:0.111482	eval-rmspe:0.136255
[2252]	train-rmspe:0.111478	eval-rmspe:0.136252
[2253]	train-rmspe:0.111461	eval-rmspe:0.136245
[2254]	train-rmspe:0.111472	eval-rmspe:0.136250
[2255]	train-rmspe:0.111470	eval-rmspe:0.136248
[2256]	train-rmspe:0.111468	eval-rmspe:0.136251
[2257]	train-rmspe:0.111466	eval-rmspe:0.136255
[2258]	train-rmspe:0.111464	eval-rmspe:0.136245
[2259]	train-rmspe:0.111451	eval-rmspe:0.136226
[2260]	train-rmspe:0.111445	eval-rmspe:0.136224
[2261]	train-rmspe:0.111401	eval-rmspe:0.136225
[2262]	train-rmspe:0.111387	eval-rmspe:0.136220
[2263]	train-rmspe:0.111247	eval-rmspe:0.136203
[2264]	train-rmspe:0.111241	eval-rmspe:0.136208
[2265]	train-rmspe:0.111232	eval-rmspe:0.136202
[2266]	train-rmspe:0.111222	eval-rmspe:0.136194
[2267]	train-rmspe:0.111218	eval-rmspe:0.136198
[2268]	train-rmspe:0.111211	eval-rmspe:0.136209
[2269]	train-rmspe:0.111196	eval-rmspe:0.136208
[2270]	train-rmspe:0.111193	eval-rmspe:0.136212
[2271]	train-rmspe:0.111179	eval-rmspe:0.136206
[2272]	train-rmspe:0.111178	eval-rmspe:0.136199
[2273]	train-rmspe:0.111173	eval-rmspe:0.136192
[2274]	train-rmspe:0.111146	eval-rmspe:0.136194
[2275]	train-rmspe:0.111138	eval-rmspe:0.136213
[2276]	train-rmspe:0.111135	eval-rmspe:0.136217
[2277]	train-rmspe:0.111127	eval-rmspe:0.136219
[2278]	train-rmspe:0.111116	eval-rmspe:0.136217
[2279]	train-rmspe:0.111113	eval-rmspe:0.136215
[2280]	train-rmspe:0.111099	eval-rmspe:0.136216
[2281]	train-rmspe:0.111076	eval-rmspe:0.136216
[2282]	train-rmspe:0.111075	eval-rmspe:0.136222
[2283]	train-rmspe:0.111065	eval-rmspe:0.136226
[2284]	train-rmspe:0.111050	eval-rmspe:0.136186
[2285]	train-rmspe:0.111032	eval-rmspe:0.136186
[2286]	train-rmspe:0.111016	eval-rmspe:0.136192
[2287]	train-rmspe:0.111003	eval-rmspe:0.136195
[2288]	train-rmspe:0.111000	eval-rmspe:0.136200
[2289]	train-rmspe:0.110988	eval-rmspe:0.136199
[2290]	train-rmspe:0.110985	eval-rmspe:0.136199
[2291]	train-rmspe:0.110984	eval-rmspe:0.136200
[2292]	train-rmspe:0.110983	eval-rmspe:0.136199
[2293]	train-rmspe:0.110982	eval-rmspe:0.136193
[2294]	train-rmspe:0.110961	eval-rmspe:0.136188
[2295]	train-rmspe:0.110958	eval-rmspe:0.136194
[2296]	train-rmspe:0.110939	eval-rmspe:0.136192
[2297]	train-rmspe:0.110929	eval-rmspe:0.136188
[2298]	train-rmspe:0.110909	eval-rmspe:0.136208
[2299]	train-rmspe:0.110904	eval-rmspe:0.136203
[2300]	train-rmspe:0.110900	eval-rmspe:0.136205
[2301]	train-rmspe:0.110900	eval-rmspe:0.136205
[2302]	train-rmspe:0.110877	eval-rmspe:0.136201
[2303]	train-rmspe:0.110875	eval-rmspe:0.136202
[2304]	train-rmspe:0.110826	eval-rmspe:0.136211
[2305]	train-rmspe:0.110821	eval-rmspe:0.136208
[2306]	train-rmspe:0.110819	eval-rmspe:0.136210
[2307]	train-rmspe:0.110799	eval-rmspe:0.136212
[2308]	train-rmspe:0.110781	eval-rmspe:0.136222
[2309]	train-rmspe:0.110768	eval-rmspe:0.136221
[2310]	train-rmspe:0.110766	eval-rmspe:0.136218
[2311]	train-rmspe:0.110753	eval-rmspe:0.136219
[2312]	train-rmspe:0.110750	eval-rmspe:0.136215
[2313]	train-rmspe:0.110750	eval-rmspe:0.136217
[2314]	train-rmspe:0.110724	eval-rmspe:0.136223
[2315]	train-rmspe:0.110707	eval-rmspe:0.136245
[2316]	train-rmspe:0.110701	eval-rmspe:0.136245
[2317]	train-rmspe:0.110700	eval-rmspe:0.136248
[2318]	train-rmspe:0.110694	eval-rmspe:0.136254
[2319]	train-rmspe:0.110685	eval-rmspe:0.136250
[2320]	train-rmspe:0.110663	eval-rmspe:0.136251
[2321]	train-rmspe:0.110662	eval-rmspe:0.136256
[2322]	train-rmspe:0.110662	eval-rmspe:0.136263
[2323]	train-rmspe:0.110659	eval-rmspe:0.136257
[2324]	train-rmspe:0.110656	eval-rmspe:0.136260
[2325]	train-rmspe:0.110647	eval-rmspe:0.136258
[2326]	train-rmspe:0.110631	eval-rmspe:0.136257
[2327]	train-rmspe:0.110627	eval-rmspe:0.136257
[2328]	train-rmspe:0.110613	eval-rmspe:0.136257
[2329]	train-rmspe:0.110597	eval-rmspe:0.136259
[2330]	train-rmspe:0.110554	eval-rmspe:0.136241
[2331]	train-rmspe:0.110537	eval-rmspe:0.136246
[2332]	train-rmspe:0.110535	eval-rmspe:0.136247
[2333]	train-rmspe:0.110521	eval-rmspe:0.136243
[2334]	train-rmspe:0.110518	eval-rmspe:0.136247
[2335]	train-rmspe:0.110516	eval-rmspe:0.136244
[2336]	train-rmspe:0.110493	eval-rmspe:0.136222
[2337]	train-rmspe:0.110491	eval-rmspe:0.136224
[2338]	train-rmspe:0.110486	eval-rmspe:0.136220
[2339]	train-rmspe:0.110471	eval-rmspe:0.136223
[2340]	train-rmspe:0.110453	eval-rmspe:0.136216
[2341]	train-rmspe:0.110444	eval-rmspe:0.136216
[2342]	train-rmspe:0.110430	eval-rmspe:0.136250
[2343]	train-rmspe:0.110420	eval-rmspe:0.136250
[2344]	train-rmspe:0.110417	eval-rmspe:0.136251
[2345]	train-rmspe:0.110396	eval-rmspe:0.136253
[2346]	train-rmspe:0.110391	eval-rmspe:0.136255
[2347]	train-rmspe:0.110385	eval-rmspe:0.136261
[2348]	train-rmspe:0.110383	eval-rmspe:0.136262
[2349]	train-rmspe:0.110380	eval-rmspe:0.136261
[2350]	train-rmspe:0.110377	eval-rmspe:0.136258
[2351]	train-rmspe:0.110241	eval-rmspe:0.136259
[2352]	train-rmspe:0.110222	eval-rmspe:0.136242
[2353]	train-rmspe:0.110203	eval-rmspe:0.136244
